id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(pvalue)	-log10(padj)
KCNF1	154.849812	-0.31307912	0.187300747	-1.671531614	0.09461672	0.202438455	1.02403211135606	0.693706985864016
C1orf21	130.8376652	-0.267898258	0.160329228	-1.670925893	0.094736316	0.202667106	1.02348350763824	0.69321673400037
IPO7	5004.415599	0.177457477	0.106218844	1.670677913	0.094785314	0.202746254	1.02325894686913	0.693047161196502
LPAR5	3.0513779	2.145612613	1.284691943	1.670137829	0.094892097	0.202948971	1.02276995587841	0.692613146318387
RP11-345J4.3	2.867527873	2.537015323	1.519208014	1.66995915	0.094927446	0.202973188	1.02260820355749	0.692561326976932
C20orf141	4.142917531	2.37360481	1.421328123	1.669990745	0.094921195	0.202973188	1.02263680291741	0.692561326976932
CHPF	2698.06693	0.141299555	0.084650525	1.669210626	0.095075645	0.203264342	1.02193071962145	0.691938801543427
RP11-1379J22.5	5.458106955	-1.377819482	0.82588295	-1.668298736	0.095256439	0.2036251	1.02110565788171	0.691168689401973
TTC12	65.80555215	0.605720882	0.363131444	1.668048559	0.095306088	0.203705459	1.02087935644082	0.690997332404798
TMEM64	162.4677631	-0.293419773	0.175916802	-1.667946266	0.095326394	0.203723091	1.02078683512766	0.690959743088537
CD82	3595.523307	-0.173327296	0.103951256	-1.66739011	0.095436859	0.203933372	1.02028386252103	0.690511699726846
CSNK2A3	10.22187986	1.46016352	0.875750765	1.667327712	0.095449259	0.203934077	1.02022743880997	0.690510198368449
CDCA7L	500.6888496	-0.212703235	0.127577174	-1.667251506	0.095464405	0.203940648	1.02015852992101	0.690496205105979
PRPS2	631.8847613	0.160211445	0.096106163	1.667025724	0.09550929	0.204010741	1.01995438339519	0.690346966720032
MTSS1	78.63482085	-0.469759282	0.28182594	-1.666841887	0.095545849	0.204063034	1.01978817617102	0.690235660564833
TCF7L1	2679.080253	0.125556409	0.075344011	1.66644181	0.095625449	0.204155622	1.01942651264602	0.690038656054681
GTF2E1	391.3394236	0.303153882	0.181913585	1.666471918	0.095619457	0.204155622	1.0194537268876	0.690038656054681
H3F3AP4	1696.287975	0.298974706	0.179402958	1.66649819	0.095614228	0.204155622	1.01947747715781	0.690038656054681
ANO2	23.07537972	-0.990470232	0.594500917	-1.666053329	0.095702793	0.204269125	1.01907538754408	0.689797271426494
SMG8	557.3331102	-0.150900954	0.090572863	-1.666072465	0.095698982	0.204269125	1.01909268201557	0.689797271426494
ZNF143	319.5128085	-0.308163718	0.185000763	-1.665742953	0.095764623	0.204375277	1.01879489669806	0.689571641374281
FBXW2	865.5352747	0.197071071	0.118316044	1.665632691	0.095786596	0.204396353	1.01869526013357	0.689526857490876
KIF2A	1102.24676	0.172382687	0.103513778	1.665311517	0.095850622	0.204507149	1.01840506452519	0.6892915056665
PREP	709.0348945	0.15266059	0.091688546	1.66499084	0.095914583	0.204597062	1.01811535701138	0.689100607018527
UBN2	235.2597666	0.348121921	0.209084895	1.664978817	0.095916982	0.204597062	1.01810449464406	0.689100607018527
RP11-381P6.1	20.85505507	-0.895720746	0.538225234	-1.664211725	0.096070126	0.20489786	1.01741163970253	0.688462577445777
PDSS2	125.4510081	-0.283584754	0.170428277	-1.663953649	0.096121693	0.204981966	1.01717858853311	0.688284345828164
CTU1	234.1943499	0.248719792	0.149513115	1.663531603	0.09620607	0.205136012	1.01679752583806	0.687958091752535
ITSN1	1429.794678	-0.194762724	0.117144068	-1.66259143	0.096394248	0.20551132	1.01594888037507	0.687164251266574
TLDC2	27.53134949	-0.666567666	0.401055391	-1.662033923	0.096505973	0.205718464	1.01544580623483	0.686726727005111
PGAP3	206.4084365	-0.242435218	0.145870872	-1.661985114	0.096515759	0.205718464	1.01540176968247	0.686726727005111
EXOC5	1511.263324	0.159865782	0.096194155	1.661907441	0.096531334	0.205723768	1.01533169210228	0.686715529817497
DYDC2	4.323071387	-1.752781122	1.054715998	-1.661851271	0.096542599	0.205723768	1.01528101382305	0.686715529817497
FLRT1	10.47074292	1.001393827	0.60267925	1.661570107	0.096599001	0.205817998	1.01502736491402	0.68651665051471
BLOC1S5	125.972788	-0.336722224	0.20268037	-1.661346013	0.096643974	0.205887855	1.01482522016762	0.686369270973261
SNORD3B-1	9.664547797	-1.143542048	0.688362022	-1.661250928	0.096663061	0.205902557	1.014739456307	0.686338260064363
CNIH1	3244.308572	-0.094744263	0.057056446	-1.660535658	0.096806741	0.206182616	1.01409440015885	0.685747954443088
STARD6	2.169292404	-2.748528823	1.655366084	-1.660375218	0.096838992	0.206225311	1.01394973979119	0.685658032781757
ZNF669	130.6668601	-0.296793303	0.178809635	-1.659828357	0.096948987	0.206433534	1.01345672441517	0.685219752547729
RASGRP2	22.47752869	0.771179557	0.464639048	1.659739017	0.096966967	0.2064458	1.01337618834121	0.685193948126544
RPL7AP66	3.267435818	-1.961772263	1.182054104	-1.659629839	0.096988942	0.206466569	1.01327777812695	0.68515025913692
HCP5	34.26550882	0.588599102	0.35467719	1.659534694	0.097008096	0.206481328	1.01319201932755	0.685119215257982
SLC7A10	10.14982699	-0.941084915	0.567143281	-1.65934244	0.097046808	0.206537708	1.01301874457015	0.685000646761581
RNF13	809.7291843	-0.171940628	0.103639859	-1.659020275	0.097111707	0.206623775	1.01272841191458	0.684819708192752
SLC5A4	2.728847093	-2.173771543	1.310244055	-1.659058505	0.097104004	0.206623775	1.01276286196374	0.684819708192752
ZNF678	79.12299773	0.496261035	0.299160892	1.658843278	0.097147377	0.206673644	1.01256892094999	0.684714903126824
MAP2K3	2650.548797	0.210221472	0.126757636	1.658452128	0.097226243	0.206737301	1.01221649585764	0.684581157833491
KLHL30	4.191038978	1.40706849	0.848396151	1.658504095	0.097215762	0.206737301	1.01226331537557	0.684581157833491
ACOT4	141.8632347	0.275096816	0.165858747	1.658621089	0.097192169	0.206737301	1.01236872578459	0.684581157833491
DPYD	25.69059559	0.816615367	0.492360634	1.658571605	0.097202148	0.206737301	1.01232413780788	0.684581157833491
AC003005.4	11.2451672	1.317762848	0.794826573	1.657925002	0.097332605	0.206937422	1.01174165305547	0.684160965600509
PSMD2	7291.973428	-0.10171627	0.061357491	-1.657764504	0.097365009	0.20698027	1.01159709166889	0.684071050864382
PDCL	213.2147362	-0.276032541	0.166518746	-1.657666464	0.097384806	0.206996313	1.01150879656178	0.68403739008905
POLE3	2315.150606	0.119733815	0.072243209	1.657371215	0.097444447	0.207070983	1.01124290468358	0.683880754828895
PIDD	242.7878894	-0.258169131	0.1557686	-1.657388785	0.097440897	0.207070983	1.01125872676008	0.683880754828895
SLITRK5	325.046621	-0.181210893	0.109363197	-1.656964111	0.097526731	0.207219775	1.01087633266368	0.683568802191372
ZBTB40	384.3128448	0.207188961	0.125067286	1.65661994	0.097596338	0.207341599	1.01056647758156	0.683313556547159
MLLT10	321.834245	0.268955789	0.16240272	1.656103971	0.097700765	0.207511267	1.01010203572874	0.682958317924972
ATG4B	1391.176167	0.206622205	0.124760145	1.656155533	0.097690326	0.207511267	1.0101484411209	0.682958317924972
NT5DC3	87.06616928	0.388250251	0.234474324	1.655832695	0.097755705	0.207601858	1.00985788786846	0.6827687639472
SCAF4	3119.21796	0.135865263	0.082060608	1.655669698	0.097788727	0.207645888	1.00971120741971	0.682676664778479
RP11-498C9.15	32.59242595	-0.595226413	0.359677312	-1.654890075	0.097946798	0.207955403	1.00900975705221	0.682029791516394
ICA1	234.5022497	-0.249138564	0.150561862	-1.654725581	0.097980176	0.207974001	1.00886178476374	0.68199095315247
RP11-474O21.5	12.12114004	0.921417251	0.55682537	1.654768802	0.097971405	0.207974001	1.00890066372439	0.68199095315247
FAM195B	3838.862957	-0.155748115	0.094143147	-1.654375492	0.098051243	0.208098706	1.0085468963907	0.681730620311231
ATRIP	340.7268574	-0.254017523	0.153549649	-1.654302205	0.098066125	0.208104151	1.00848098514012	0.681719256941594
PACRG	3.532067614	-1.900668324	1.14900527	-1.654185906	0.098089746	0.208128135	1.00837639005506	0.681669207393705
TNKS1BP1	3089.116282	0.205747857	0.124418883	1.653670666	0.098194446	0.208324128	1.00791307575446	0.68126042736181
SRR	25.95892254	-0.808568317	0.489301609	-1.652494704	0.098433744	0.208805592	1.00685599586943	0.680257874720432
C17orf58	161.2114918	-0.257708353	0.155964328	-1.652354456	0.098462314	0.208839977	1.00672996192481	0.680186363291113
MAP3K3	578.1354	0.131301047	0.079479259	1.6520165	0.098531187	0.208959827	1.0064262852561	0.67993719996176
C4BPA	3.750851001	2.24449772	1.358816313	1.651803631	0.098574588	0.209013771	1.00623502941782	0.679825099189013
NIPSNAP3A	221.6052232	-0.203871173	0.123425855	-1.651770401	0.098581365	0.209013771	1.00620517271139	0.679825099189013
FOXD2	26.27576156	-0.566420348	0.342997576	-1.651382944	0.098660405	0.209155108	1.00585710609561	0.679531524585026
PRKCI	3993.162025	-0.154535924	0.093593079	-1.65114691	0.098708581	0.209230985	1.00564509131254	0.679374000406684
NAALAD2	219.0993286	-0.535633012	0.324440625	-1.650943103	0.098750193	0.209292934	1.005462046904	0.679245433756921
CBWD5	297.0005566	0.386173931	0.23395028	1.650666677	0.098806656	0.209386336	1.00521379866433	0.679051662644863
DOCK9-AS2	2.236315831	-2.643554931	1.601770423	-1.650395645	0.098862041	0.209477433	1.00497042780314	0.678862756714249
HCFC2	125.7508427	0.334802627	0.20288295	1.650225548	0.098896813	0.209524835	1.00481770353745	0.678764492677554
INSC	3.634029095	1.505140301	0.912139827	1.650120142	0.098918366	0.209544221	1.0047230662194	0.678724312030897
RP11-173M11.2	3.055197014	2.49352692	1.511224143	1.650004687	0.098941977	0.209567964	1.00461941606995	0.678675105855252
TRERF1	561.4505469	0.208144125	0.126170657	1.649703099	0.099003676	0.209672363	1.00434867977743	0.67845881029572
TROVE2	304.3180717	0.235477271	0.142747336	1.649608863	0.099022961	0.209686922	1.00426409146914	0.67842865527786
GUCA1B	7.367856284	-1.269756426	0.769803409	-1.649455447	0.099054364	0.209727134	1.00412638615906	0.678345377907872
AC144450.1	10.72967115	-1.105433069	0.670260363	-1.649259197	0.099094545	0.209785921	1.00395025208995	0.678223661219581
TRIM69	291.6971211	-0.313967976	0.190400227	-1.648989504	0.099149785	0.209876568	1.00370822319761	0.678036046202536
RBM26-AS1	7.43691311	1.241602018	0.753018084	1.648834263	0.099181593	0.2099176	1.00356892059065	0.677951147589852
BLVRB	217.2529724	-0.224383333	0.136092368	-1.648757653	0.099197294	0.209924533	1.00350017479035	0.677936804276465
CCDC155	8.399398923	-1.188839773	0.721328982	-1.648124231	0.099327181	0.210173081	1.0029318900444	0.677422909248806
TMEM65	513.9566735	0.171539987	0.10409884	1.647856855	0.099382049	0.210236521	1.00269205347276	0.677291838778436
RP11-527J8.1	14.45931381	0.942338984	0.571843614	1.647896313	0.09937395	0.210236521	1.0027274471316	0.677291838778436
PDE4C	7.090671164	1.235029307	0.749648524	1.647477807	0.099459874	0.210328342	1.00235209528617	0.677102201660528
FKBP1B	31.39608998	0.546647559	0.331821897	1.647412552	0.099473277	0.210328342	1.00229357463317	0.677102201660528
CCDC8	177.4910048	-0.230237594	0.139757909	-1.647402959	0.099475248	0.210328342	1.00228496944825	0.677102201660528
THAP9-AS1	660.1504296	-0.190192451	0.115445963	-1.647458663	0.099463806	0.210328342	1.00233492643123	0.677102201660528
SPTBN2	705.4479287	0.616015098	0.373990529	1.647140905	0.099529087	0.210415848	1.0020499797815	0.676921553302762
OGT	1173.081909	0.221548622	0.134518914	1.646970043	0.099564203	0.210463754	1.00189677838346	0.676822687444493
AC004466.1	55.72516046	-0.449335292	0.27299665	-1.645937017	0.099776727	0.210886612	1.00097074642964	0.67595099028934
RP11-212P7.2	51.17230248	0.427451746	0.259726099	1.645778951	0.099809277	0.210929024	1.00082909034927	0.675863656885565
ST7	383.2240012	-0.207306832	0.125974969	-1.645619241	0.099842175	0.21097216	1.00068596672205	0.675774850655353
KLF13	2477.485342	0.204182215	0.124084575	1.645508434	0.099865005	0.210994013	1.00058667191387	0.675729867725778
FAM98A	1179.372764	-0.26424534	0.160597793	-1.645385872	0.099890261	0.211020987	1.00047685211575	0.6756743499865
SLC25A27	11.69089264	-1.710133768	1.039570346	-1.645039004	0.099961768	0.211125968	1.00016607121452	0.675458346202014
KANK2	1698.061195	-0.172083952	0.104608805	-1.645023586	0.099964947	0.211125968	1.00015225993214	0.675458346202014
MIER2	178.3582228	0.358432381	0.217920715	1.644783428	0.100014481	0.211204183	0.9999371143692	0.675297484642828
E2F3	530.3310364	0.201776296	0.122693538	1.644555197	0.100061573	0.211255586	0.999732674150487	0.67519179865329
RP11-608O21.1	7.594102581	-1.096159357	0.666542933	-1.644544263	0.100063829	0.211255586	0.999722882606371	0.67519179865329
ZNF263	439.0349521	0.227985026	0.138647372	1.644351584	0.1001036	0.211286749	0.999550303819169	0.675127739183537
ACER2	31.72544582	0.537375579	0.326789828	1.6444073	0.100092098	0.211286749	0.999600207540241	0.675127739183537
FAM86JP	114.2527872	-0.411216542	0.250113032	-1.644122817	0.100150836	0.211333648	0.999345421121563	0.675031350191738
MXD3	122.1288171	-0.384704756	0.233987059	-1.644128345	0.100149694	0.211333648	0.999350373323121	0.675031350191738
hsa-mir-8072	9.610813729	-1.093757803	0.665374437	-1.643822999	0.100212769	0.211437931	0.999076937621235	0.674817099591061
OPA1	1410.982599	0.296825808	0.180613672	1.64342934	0.100294134	0.21158318	0.998724467238112	0.674518859904953
PRDM6	56.78097144	0.612870248	0.373030817	1.642948037	0.100393685	0.211745602	0.998293604480924	0.674185601289898
CYB561A3	510.8240702	-0.180140257	0.109645333	-1.642935934	0.100396189	0.211745602	0.998282772526493	0.674185601289898
FOXO3B	122.9352177	0.314016415	0.191297365	1.641509358	0.100691726	0.212342412	0.997006214651695	0.672963253794604
SNX11	458.9300843	-0.162054283	0.0987476	-1.641095914	0.100777507	0.212453645	0.996636389277878	0.672735813457466
RFC5	845.0084975	-0.127277722	0.077557608	-1.641073327	0.100782195	0.212453645	0.996616187099453	0.672735813457466
SCNM1	2060.941009	0.150858474	0.091926154	1.641083285	0.100780128	0.212453645	0.996625094386101	0.672735813457466
STXBP5	402.8780331	0.186603924	0.113720015	1.640906609	0.100816803	0.212500088	0.996467078584764	0.672640885764698
PMS2P4	24.40268047	-0.63065568	0.38439769	-1.640633377	0.100873542	0.212593161	0.996222729404254	0.672450710592285
HEMK1	172.2402466	-0.233674289	0.142455084	-1.640336606	0.100935198	0.212696572	0.995957360705065	0.672239509502447
BARX1	8.724316799	0.965155635	0.588441584	1.640189378	0.100965797	0.212717403	0.995825722156642	0.672196977809125
APLF	38.04007772	-0.463001626	0.282289166	-1.640167891	0.100970264	0.212717403	0.99580650821891	0.672196977809125
SPATA5	125.6265002	0.29072931	0.177297057	1.639786444	0.101049578	0.212857956	0.995465495831548	0.671910112541936
BRWD1	488.5113344	0.229136038	0.139743159	1.639694132	0.10106878	0.212871865	0.995382976630926	0.671881734910617
SNAPC3	635.9879373	0.147156426	0.08975517	1.639531475	0.101102621	0.212916601	0.995237585545672	0.671790475519791
SCIN	7.931763742	-1.322559431	0.806701442	-1.639465808	0.101116286	0.21291884	0.995178890399977	0.671785908566216
RTN4	4998.994973	0.088047747	0.053718411	1.639060898	0.101200577	0.213002201	0.9948170113381	0.671615908874802
NRSN2	209.4007978	-0.346894138	0.21164515	-1.639036556	0.101205647	0.213002201	0.994795254368574	0.671615908874802
SEC11C	170.6185585	-0.337512489	0.205908681	-1.639136762	0.10118478	0.213002201	0.994884808238491	0.671615908874802
CIRBP-AS1	20.0812142	0.704555608	0.42986043	1.639033412	0.101206301	0.213002201	0.994792447927611	0.671615908874802
SPTBN4	13.63674951	-0.827177823	0.5047625	-1.638746583	0.101266048	0.213101401	0.994536138428644	0.671413695078998
UQCRH	1908.036533	-0.15761069	0.096223608	-1.637962801	0.101429454	0.213394754	0.993835912337948	0.670816261279198
NEDD8-MDP1	15.37107128	-1.1844217	0.72310925	-1.637956783	0.101430709	0.213394754	0.993830538788339	0.670816261279198
PPID	940.5113761	0.166985205	0.101966688	1.637644693	0.101495834	0.213505181	0.993551783444786	0.670591581751792
PRDX4	597.9720506	-0.181348536	0.110746631	-1.63750838	0.101524289	0.213511874	0.993430043300204	0.670577967621238
SNX12	973.405865	-0.168195936	0.10271267	-1.637538351	0.101518032	0.213511874	0.993456809942358	0.670577967621238
KLC4	196.8264222	-0.269383194	0.164517721	-1.637411417	0.101544534	0.213525835	0.993343449093518	0.670549571134763
TRIP12	4170.416128	0.229177061	0.139967805	1.637355534	0.101556203	0.213525835	0.993293544968208	0.670549571134763
DMXL1	293.2726429	-0.448811099	0.274270822	-1.636379313	0.101760226	0.213928179	0.992421937166928	0.669732005619376
PIN1	1473.380904	-0.17972145	0.109839753	-1.636214986	0.101794601	0.213973822	0.992275255575758	0.669639355886183
ATP1A1OS	15.91702096	-0.717516753	0.438549374	-1.636113962	0.101815739	0.213991631	0.992185082190738	0.669603211144226
PCGF6	172.595163	0.261473127	0.159835991	1.635883916	0.101863885	0.214066194	0.991979764230065	0.669451912427602
PSMB2	2217.745236	-0.112237776	0.068617979	-1.635690501	0.101904379	0.214124659	0.991807153239163	0.669333315652989
LMAN1	1904.926118	-0.178497907	0.109202179	-1.6345636	0.102140564	0.214574018	0.990801748385594	0.668422866351247
ZNF204P	22.5339508	-0.594741318	0.363856532	-1.634548968	0.102143633	0.214574018	0.990788699409857	0.668422866351247
LINC00896	3.328913714	1.746585301	1.068699897	1.634308477	0.102194095	0.214653335	0.990574197968485	0.668262359638092
PALB2	262.6378145	0.199351201	0.12201904	1.633771265	0.102306888	0.214836836	0.990095125626182	0.667891252302213
CBR1	1250.143305	-0.205970683	0.126069332	-1.633788967	0.10230317	0.214836836	0.990110908886298	0.667891252302213
TMEM231	157.195431	-0.287938858	0.176256262	-1.633637607	0.102334966	0.214869093	0.989975950390998	0.667826049398629
ITPRIP	200.2258142	0.202886135	0.124228412	1.63317016	0.102433214	0.215048656	0.989559200410291	0.667463267332664
GRAMD4	154.4144117	-0.600956418	0.368038678	-1.632862125	0.102497997	0.215139371	0.989284621440879	0.66728010544978
CCR3	4.106576403	-1.966890611	1.204579903	-1.632843621	0.10250189	0.215139371	0.989268126715511	0.66728010544978
CLCC1	446.2378161	-0.181148485	0.110951521	-1.632681403	0.102536021	0.21517055	0.989123539745946	0.66721717003038
CHD7	805.1799394	0.314641274	0.19271791	1.632651966	0.102542215	0.21517055	0.989097305660124	0.66721717003038
CEP170	636.6082292	0.339943725	0.20826368	1.63227561	0.102621439	0.21531005	0.988761899782195	0.666935698194733
NRXN3	135.2409645	0.272779261	0.167169392	1.631753622	0.102731399	0.215513995	0.988296797607232	0.666524522468792
NLK	352.0072165	0.233498673	0.143151214	1.631133018	0.102862255	0.215761721	0.987743959080436	0.66602560243845
JMJD8	1520.992657	0.13227292	0.081103585	1.630913369	0.1029086	0.215832139	0.987548330033707	0.665883885180943
NCAPG	1662.585004	-0.10916129	0.066936828	-1.630810603	0.10293029	0.215850834	0.987456803623442	0.665846268986411
GSKIP	410.8387332	-0.231165781	0.14176587	-1.630616598	0.102971245	0.215883131	0.987284036278692	0.665781291893825
CTD-2410N18.3	6.232244458	-1.240638126	0.760831621	-1.630634285	0.10296751	0.215883131	0.987299789407724	0.665781291893825
CYTH1	1036.39911	0.116293586	0.071325789	1.630456347	0.103005084	0.215927283	0.987141339385543	0.665692479908703
BRD1	476.1083428	-0.166611482	0.102262209	-1.629257601	0.103258498	0.216431656	0.986074196498326	0.664679217592018
C1QTNF2	19.32617445	6.11496603	3.75357262	1.629105561	0.103290674	0.216472244	0.985938888675715	0.664597780836733
MRPL55	570.5928786	0.238912724	0.146678553	1.628818385	0.103351471	0.216572797	0.98568333768559	0.664396094593091
KIFC3	1420.779004	-0.20507656	0.125924126	-1.628572427	0.103403565	0.216634012	0.985464488000893	0.66427335720146
C1orf210	177.5707856	-0.242774982	0.149073459	-1.62855939	0.103406327	0.216634012	0.985452887768936	0.66427335720146
NECAP2	668.622298	0.135010816	0.082912714	1.628348766	0.103450955	0.216700636	0.98526549582168	0.664139814056808
CCDC180	7.908817516	1.494724599	0.918325419	1.627663319	0.103596295	0.216978183	0.984655776345884	0.663583931953535
COMMD2	922.1462343	-0.138604247	0.085159945	-1.627575572	0.103614912	0.216990278	0.984577737512865	0.663559723780675
LRRIQ1	28.11072684	-0.7871329	0.483666136	-1.627430249	0.103645751	0.217001068	0.984448497285295	0.663538128707391
SLC30A5	410.2610006	-0.32252316	0.19817602	-1.627458052	0.103639851	0.217001068	0.984473220058312	0.663538128707391
RPS29	2116.623053	-0.15816236	0.097189722	-1.627356851	0.10366133	0.217006794	0.98438322335723	0.66352666914446
RP5-821D11.7	2.477261292	-2.019306355	1.240911151	-1.627277145	0.10367825	0.217015325	0.984312341930248	0.663509596437502
TRPM2	366.3191668	0.298922709	0.183717537	1.627077706	0.103720595	0.217062837	0.984135000536744	0.663414525082557
PHYKPL	117.4084529	-0.291313865	0.179044284	-1.627049232	0.103726642	0.217062837	0.98410968153254	0.663414525082557
SSX3	2.99745436	-2.406079392	1.47889593	-1.626943008	0.103749203	0.217083161	0.984015230847499	0.663373863180352
CD69	16.30839808	0.887139165	0.545307427	1.626860593	0.103766709	0.217092907	0.983941956859544	0.663354365864248
MANBAL	1745.275441	-0.112447048	0.069129547	-1.626613405	0.103819231	0.21716746	0.983722192310314	0.663205248149219
ZNF559	139.3177678	-0.358168328	0.220198275	-1.626571903	0.103828051	0.21716746	0.983685298234015	0.663205248149219
C19orf47	1127.509117	-0.128490788	0.079007799	-1.626305124	0.103884762	0.217259183	0.983448150851343	0.663021857954361
PIGV	72.62245566	-0.421633225	0.259359216	-1.62567281	0.104019277	0.217513578	0.982886169173008	0.662513627599367
AC002467.7	3.186896436	-2.339541223	1.439264745	-1.625511381	0.104053641	0.217558509	0.982742718541804	0.662423926209557
BNC2	1110.580465	-0.138190131	0.085018569	-1.625411159	0.10407498	0.217576201	0.982653663899177	0.662388610534657
RANBP2	2436.851557	0.213138664	0.13113454	1.625343429	0.104089402	0.217579431	0.982593486505063	0.662382163318657
WBSCR27	57.07107572	-0.449120222	0.276336731	-1.625264294	0.104106256	0.217587741	0.982523171885783	0.662365576648626
HECTD3	977.1582912	0.131552156	0.080959005	1.624923093	0.104178947	0.217712738	0.982220036559691	0.662116160388064
GJB6	31.70457742	2.218389866	1.365388741	1.624731331	0.104219818	0.217771216	0.982049689580932	0.661999523838625
BLOC1S1	622.7933144	-0.249035983	0.153294003	-1.624564426	0.104255402	0.217818632	0.981901432776175	0.661904973851614
RAB33A	2.181783207	-2.669545873	1.643456407	-1.624348454	0.104301462	0.217834054	0.981709603998373	0.661874226011796
HOMER1	372.685439	0.339430135	0.208963841	1.624348663	0.104301417	0.217834054	0.981709791371163	0.661874226011796
CTA-246H3.11	6.205730667	1.32603489	0.816332943	1.62437998	0.104294737	0.217834054	0.981737606717558	0.661874226011796
TARS2	758.1457228	-0.181211472	0.111572198	-1.624163329	0.104340955	0.217864754	0.98154519263442	0.661813023913596
PRKG1	65.26521794	-0.706894726	0.435237481	-1.624158664	0.10434195	0.217864754	0.98154105120262	0.661813023913596
RP11-268G12.1	3.459531767	-1.831353347	1.12788328	-1.623708214	0.104438097	0.218038563	0.981141050195786	0.661466688886255
WNT7A	282.1722163	0.209135713	0.128867379	1.622875509	0.10461602	0.218356056	0.98040180624432	0.660834758627413
RP11-173B14.5	33.24145922	-0.538793424	0.331991256	-1.622914504	0.104607683	0.218356056	0.980436417170765	0.660834758627413
C1orf123	567.7837992	-0.16170668	0.09965133	-1.622724766	0.104648255	0.218396358	0.980268009085346	0.660754608246107
COX6B1	30.2550602	0.531276707	0.327433444	1.622548695	0.104685915	0.218447972	0.980111746680934	0.660651982784569
HTATIP2	460.0558384	-0.190904172	0.11767147	-1.622348829	0.104728679	0.21851022	0.979934374424994	0.66052824571504
NQO2	47.12530312	-0.507549498	0.312877597	-1.622198276	0.104760901	0.218550461	0.979800775065004	0.660448273093134
TEX30	72.63992949	-0.387120877	0.238736128	-1.621542914	0.104901254	0.218816246	0.979219320176078	0.659920436971938
RRP9	647.8678712	-0.171075874	0.105517352	-1.621305603	0.104952114	0.218895312	0.97900880920842	0.659763539456887
DNAJC8	1576.132767	0.121175532	0.074755819	1.620951167	0.105028112	0.219026781	0.978694441383357	0.659502779546075
CCNY	1261.352801	0.185156442	0.114233614	1.620857785	0.105048142	0.219041517	0.978611624612463	0.659473561437771
SFTPD	11.19256069	-1.330026204	0.820913211	-1.620178827	0.105193868	0.219318312	0.978009575499585	0.658925105356068
KCNMA1	127.7868777	0.438670594	0.270782771	1.620009246	0.105230291	0.21936718	0.977859228617863	0.658828347641412
ZZZ3	875.8369955	0.115039664	0.07103815	1.619406813	0.105359762	0.219609985	0.97732521908465	0.658347917720042
RP5-874C20.3	94.48672624	-1.269755158	0.784215197	-1.619141228	0.10541688	0.219701937	0.97708984164824	0.658166114109517
CNIH4	583.2227271	-0.181624486	0.112212087	-1.618582199	0.105537188	0.219925546	0.976594481623294	0.657724321151007
IER5L	2159.439607	-0.183665298	0.113483577	-1.618430635	0.105569824	0.219966427	0.976460202475576	0.65764359954727
IFT46	139.2708877	0.351581321	0.217298295	1.61796631	0.105669858	0.22014771	0.976048876184617	0.65728582775856
DCAF4	450.3907047	0.213722828	0.132112085	1.617738669	0.105718929	0.220195639	0.975847245197404	0.657191286531345
RP11-152P17.2	17.80644185	0.708885068	0.438180888	1.617790934	0.105707661	0.220195639	0.97589353672797	0.657191286531345
RP11-299J3.8	19.57119746	0.713621887	0.441149734	1.617640979	0.105739992	0.220212364	0.975760726788445	0.657158300867307
RP11-121M22.1	3.604545653	-1.890226472	1.169052902	-1.616887029	0.105902669	0.22052397	0.975093094497183	0.656544197702049
ZNF546	5.269149422	2.809099546	1.737660389	1.616598712	0.10596493	0.220626428	0.974837844429275	0.656342466296938
NUPL2	182.5609469	-0.277341578	0.171576298	-1.616432933	0.106000743	0.220673799	0.974691090587408	0.656249228348156
RBM33	1349.529649	0.268965638	0.166401465	1.616365809	0.106015246	0.220676802	0.974631674569676	0.65624331836944
NAA40	443.3913943	0.147724237	0.091399367	1.616250102	0.10604025	0.220701659	0.974529257047087	0.656194402262733
UBE2D1	238.0566799	-0.229472388	0.141997001	-1.616036865	0.106086343	0.220770397	0.97434052129655	0.656059161384256
ZNF184	175.8317634	-0.234868728	0.145353045	-1.615850067	0.106126734	0.220827253	0.974175200771742	0.65594732995943
KCNA5	8.378285469	-0.991130051	0.613502034	-1.615528549	0.106196283	0.22094476	0.973890683827428	0.655716293853082
HIST1H1E	10.70544833	-1.029645297	0.637390696	-1.615406851	0.106222618	0.220957812	0.97378299901044	0.65569063927699
LINC00277	2.725656536	-2.498611476	1.546765155	-1.615378693	0.106228711	0.220957812	0.973758088304619	0.65569063927699
MMP15	2856.686617	0.102008252	0.063156962	1.615154515	0.106277238	0.221031537	0.973559740834453	0.655545756324277
INPP5A	967.6918261	0.145371559	0.090039987	1.614522214	0.106414203	0.22126192	0.973000403310983	0.655093323338486
ERAL1	1816.27064	0.100548907	0.062275493	1.614582276	0.106401186	0.22126192	0.973053531153895	0.655093323338486
E4F1	440.3092247	0.171152928	0.106024409	1.614278533	0.106467024	0.221344511	0.972784885300093	0.654931243380045
NAALADL2	70.70429412	-0.550463223	0.341074424	-1.61390941	0.106547077	0.221483688	0.972458460170176	0.654658253515197
HSDL1	198.6170986	-0.324269948	0.200936746	-1.613791174	0.10657273	0.22150976	0.972353909058246	0.654607133455537
DLX3	2065.979633	0.136804034	0.084792045	1.613406468	0.106656229	0.221634457	0.972013775551352	0.654362719928916
